STARTING APP .........

Beginning translation of logical addresses to physical addresses...
virt: 0xd1a5 (pg:0xd1,off:0xa5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x03a5, val:    0	  tlb_Hits: 53
virt: 0x84cc (pg:0x84,off:0xcc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa4cc, val:    0	  tlb_Hits: 53
virt: 0x1a55 (pg:0x1a,off:0x55)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1a55, val:    0	  tlb_Hits: 53
virt: 0xfa62 (pg:0xfa,off:0x62)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1162, val:   62	  tlb_Hits: 53
virt: 0x025e (pg:0x 2,off:0x5e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x435e, val:    0	  tlb_Hits: 53

virt: 0x6af7 (pg:0x6a,off:0xf7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x70f7, val:  -67	  tlb_Hits: 53
virt: 0xf6a4 (pg:0xf6,off:0xa4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x56a4, val:    0	  tlb_Hits: 53
virt: 0x7de4 (pg:0x7d,off:0xe4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc2e4, val:    0	  tlb_Hits: 53
virt: 0xf7cd (pg:0xf7,off:0xcd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x42cd, val:    0	  tlb_Hits: 53
virt: 0x719d (pg:0x71,off:0x9d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x409d, val:    0	  tlb_Hits: 53

virt: 0xfe38 (pg:0xfe,off:0x38)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbd38, val:    0	  tlb_Hits: 53
virt: 0x9761 (pg:0x97,off:0x61)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb761, val:    0	  tlb_Hits: 53
virt: 0x3ea9 (pg:0x3e,off:0xa9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x52a9, val:    0	  tlb_Hits: 53
virt: 0x2351 (pg:0x23,off:0x51)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbc51, val:    0	  tlb_Hits: 53
virt: 0xa46a (pg:0xa4,off:0x6a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb46a, val:   41	  tlb_Hits: 53

virt: 0xb534 (pg:0xb5,off:0x34)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc434, val:    0	  tlb_Hits: 53
virt: 0xf8a2 (pg:0xf8,off:0xa2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6ea2, val:   62	  tlb_Hits: 53
virt: 0x8f1c (pg:0x8f,off:0x1c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8b1c, val:    0	  tlb_Hits: 53
virt: 0x55bb (pg:0x55,off:0xbb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5ebb, val:  110	  tlb_Hits: 53
virt: 0x4d79 (pg:0x4d,off:0x79)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8e79, val:    0	  tlb_Hits: 53

virt: 0x8e70 (pg:0x8e,off:0x70)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3870, val:    0	  tlb_Hits: 53
virt: 0x215d (pg:0x21,off:0x5d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4e5d, val:    0	  tlb_Hits: 53
virt: 0x31a8 (pg:0x31,off:0xa8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x79a8, val:    0	  tlb_Hits: 53
virt: 0xbf3b (pg:0xbf,off:0x3b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc53b, val:  -50	  tlb_Hits: 53
virt: 0x9926 (pg:0x99,off:0x26)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd926, val:   38	  tlb_Hits: 53

virt: 0x3cda (pg:0x3c,off:0xda)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7cda, val:   15	  tlb_Hits: 53
virt: 0xc035 (pg:0xc0,off:0x35)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2135, val:    0	  tlb_Hits: 53
virt: 0x1e33 (pg:0x1e,off:0x33)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe233, val: -116	  tlb_Hits: 53
virt: 0xa826 (pg:0xa8,off:0x26)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4426, val:   42	  tlb_Hits: 53
virt: 0xec52 (pg:0xec,off:0x52)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1c52, val:   59	  tlb_Hits: 53

virt: 0x2415 (pg:0x24,off:0x15)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5915, val:    0	  tlb_Hits: 53
virt: 0xba5a (pg:0xba,off:0x5a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdc5a, val:   46	  tlb_Hits: 53
virt: 0xabc5 (pg:0xab,off:0xc5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe0c5, val:    0	  tlb_Hits: 53
virt: 0xa418 (pg:0xa4,off:0x18)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb418, val:    0	  tlb_Hits: 53
virt: 0x6b44 (pg:0x6b,off:0x44)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3d44, val:    0	  tlb_Hits: 53

virt: 0x61a7 (pg:0x61,off:0xa7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcda7, val:  105	  tlb_Hits: 53
virt: 0xcadd (pg:0xca,off:0xdd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6add, val:    0	  tlb_Hits: 53
virt: 0x8516 (pg:0x85,off:0x16)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xee16, val:   33	  tlb_Hits: 53
virt: 0xfe83 (pg:0xfe,off:0x83)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbd83, val:  -96	  tlb_Hits: 53
virt: 0xea33 (pg:0xea,off:0x33)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2933, val: -116	  tlb_Hits: 53

virt: 0x243d (pg:0x24,off:0x3d)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x593d, val:    0	  tlb_Hits: 54
virt: 0x4fc4 (pg:0x4f,off:0xc4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x41c4, val:    0	  tlb_Hits: 54
virt: 0xaf3c (pg:0xaf,off:0x3c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x333c, val:    0	  tlb_Hits: 54
virt: 0xc730 (pg:0xc7,off:0x30)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa730, val:    0	  tlb_Hits: 54
virt: 0x2957 (pg:0x29,off:0x57)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6b57, val:   85	  tlb_Hits: 54

virt: 0xe197 (pg:0xe1,off:0x97)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xef97, val:  101	  tlb_Hits: 54
virt: 0x5a9b (pg:0x5a,off:0x9b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8c9b, val:  -90	  tlb_Hits: 54
virt: 0x6a5b (pg:0x6a,off:0x5b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x705b, val: -106	  tlb_Hits: 54
virt: 0xa740 (pg:0xa7,off:0x40)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4c40, val:    0	  tlb_Hits: 54
virt: 0xe36b (pg:0xe3,off:0x6b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x856b, val:  -38	  tlb_Hits: 54

virt: 0x92e6 (pg:0x92,off:0xe6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x53e6, val:   36	  tlb_Hits: 54
virt: 0x47fa (pg:0x47,off:0xfa)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x09fa, val:   17	  tlb_Hits: 54
virt: 0x52f6 (pg:0x52,off:0xf6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x93f6, val:   20	  tlb_Hits: 54
virt: 0x2ecf (pg:0x2e,off:0xcf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe9cf, val:  -77	  tlb_Hits: 54
virt: 0xbd0a (pg:0xbd,off:0x a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x070a, val:   47	  tlb_Hits: 54

virt: 0x2b1c (pg:0x2b,off:0x1c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9c1c, val:    0	  tlb_Hits: 54
virt: 0x775d (pg:0x77,off:0x5d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3f5d, val:    0	  tlb_Hits: 54
virt: 0x5b9d (pg:0x5b,off:0x9d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x509d, val:    0	  tlb_Hits: 54
virt: 0xc2b7 (pg:0xc2,off:0xb7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7bb7, val:  -83	  tlb_Hits: 54
virt: 0x7550 (pg:0x75,off:0x50)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0250, val:    0	  tlb_Hits: 54

virt: 0xbbc1 (pg:0xbb,off:0xc1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x64c1, val:    0	  tlb_Hits: 54
virt: 0x1b2d (pg:0x1b,off:0x2d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x672d, val:    0	  tlb_Hits: 54
virt: 0x08fd (pg:0x 8,off:0xfd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x89fd, val:    0	  tlb_Hits: 54
virt: 0x1e38 (pg:0x1e,off:0x38)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe238, val:    0	  tlb_Hits: 54
virt: 0x7a1c (pg:0x7a,off:0x1c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5b1c, val:    0	  tlb_Hits: 54

virt: 0x42af (pg:0x42,off:0xaf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x00af, val:  -85	  tlb_Hits: 54
virt: 0x22ec (pg:0x22,off:0xec)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb5ec, val:    0	  tlb_Hits: 54
virt: 0x26c9 (pg:0x26,off:0xc9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xaec9, val:    0	  tlb_Hits: 54
virt: 0xb1fb (pg:0xb1,off:0xfb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb3fb, val:  126	  tlb_Hits: 54
virt: 0x2f4b (pg:0x2f,off:0x4b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0a4b, val:  -46	  tlb_Hits: 54

Total addresses translated: 1000
Page faults: 244
Page fault rate: 0.244
TLB hits: 54
TLB hit rate: 0.054

		.........done.
Program ended with exit code: 0
